id,title,theme_ids_old,theme_ids_new,channels_new_readable,motivering
2459,Conductive tape,68|69,69,Smart & Responsive,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
62447,Conifer needles panels,917|79|68,917|79,Acoustic | Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1852,Contra-H,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
1948,Copper and Brass Wire Mesh,68|75,75,New Making,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
107069,Copper Slag Geopolymer,68|916,916,Circular,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2554,Copper tiles collection,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
79352,Corduroy,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
72175,Corian Nuwood,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
72167,Corian Onyx,68,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
56623,Corium bonded leather,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
47724,Cork rugs,917|79|68,917|79,Acoustic | Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2374,Cork Textile & Surfaces,917|79|68,917|79,Acoustic | Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
51370,Corkleaf & Corkskin,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
61825,Corktex,917|68|916,917|916|2511,Acoustic | Circular | Healthy & Non-Toxic,"antibacteriële en antischimmelbehandeling, Microban"
198,Corten Ceramic Tile,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2267,Cotton Plaster,917|68|2455,917|2455,Acoustic | Energy & Resilience,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2592,Cottone Superbo Conchiglia,68,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
2635,Cottone Superbo Imperatore,68,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
1794,Crea-Lite,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
1347,Creative Copper,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
104035,CRYLON®,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
103995,CRYLUX®,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2496,Crystal Fabric,68|73,73,Material Futures,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
134426,"Crystals, Baby!",68,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
268,Curious,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
134552,Custom ceramic tile,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
250,Custom Shaped Stainless Steel,68|75,75,New Making,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2301,Customised Wallpaper Collection,917|68,917,Acoustic,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
104514,CUSTOMIZE,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1608,d3o mesh,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
46196,Daemwool natural wool insulation,79|68|916,79|916,Bio-based & Living Materials | Circular,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
135809,Dales,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1348,Dalsouple,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2166,Damasco,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
25,Deco Wired Glass,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
91776,DecoLegno HPL Specials,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
96120,DECOPROYEC SPRAY CORK,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
21385,Decorated Lava Stone,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1184,Decorated Metal Mesh,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1279,DecorFlou,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
30934,DEEP 3D Wallpaper,68|73,73,Material Futures,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1709,Dega Art,917|68,917,Acoustic,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
330,Dekolux,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
584,Dekolux Fossil,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
329,Dekorial,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
59552,Dekton Industrial recycled,68|916,916,Circular,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
72015,Demidekk Ultimate Helmatt,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2794,DendroLight Table Tops,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
28660,Dermofresh FR,68|73,73|2511,Material Futures | Healthy & Non-Toxic,"non-toxic, Oeko-tex Standard 100 Class I, antibacteriële vezel"
79045,DESARDI Classic Non-Woven,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
40451,Design concrete,68|73|75,73|75,Material Futures | New Making,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
107515,Design induction hobs,68|80,80,Sustainable,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1340,Diamond Polished Concrete,68|75,75,New Making,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
440,DIBOND®,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
117,Dichrolam,68,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
1310,DigitalPrint – Serie Metalli,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
120633,Discarded Firehose,68|916,916,Circular,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1807,Divine (Dischroic) Tiles,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
62701,Division & Growth glass tiles,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
29316,Dofine stucco,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
96314,DORSUM®,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2283,Double Face,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
79630,Dream bonding technology,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
28630,Dreamfield,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
1396,DreenDesign Collection,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
1479,Dripping,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
2261,Droplet,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
29958,Dukta Flexible Wood,917|68|75,917|75,Acoustic | New Making,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2369,Duotone Coloured Glass,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
22439,DURABELLA seamless terrazzo,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
56807,Durabella x Aectual,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
22438,Duramique mineral flooring,917|68,917,Acoustic,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
22649,Durapur,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
120347,Durastone Flexible Polished Floors,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
73205,Durat Palace,68|916,916,Circular,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
49584,Duro loam plaster,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1599,Duropal HPL,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1801,Dutch Patine,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
74406,Dyed Polyester Fancy Hairy,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
75174,Dyed Polyester Jacquard Structure,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
75183,Dyed Polyester Sheer Lace,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2509,Déchirer,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
99198,Ecolan® recycled solid surface,68|916,916,Circular,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
56607,ECOwall with recycled PET & polyester,917|68|916,917|916,Acoustic | Circular,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
56431,ECOwall with wool,917|79|68,917|79,Acoustic | Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
93544,EEUWENHOUT,79|68|916,79|916,Bio-based & Living Materials | Circular,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1472,Effect Glass,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
29997,EG Wall Panels,917|68,917,Acoustic,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2468,Eggshell inlay,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
30753,Ekotex Hygiene,68,2511,Healthy & Non-Toxic,"antibacterieel en antischimmel, bevat geen schadelijke stoffen, KIWA-gecertificeerd"
31845,Ekotex Magnet Whiteboard,917|68,917,Acoustic,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
93355,EKOTEX Opposites,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
34193,Elastic Conductive Tape,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
73089,Electroluminescent textiles,68|69,69,Smart & Responsive,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
339,Elements,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
29567,Elite Lava,68,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
2511,Ellisse,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
32791,Embossed Leather,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
28805,Embossed Leather,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2543,Embossed leather,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
58511,Embossed printed canvas,68|73,73,Material Futures,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
42025,Engobed brick,68,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
42267,Equitone materia,68|73|69,73|69,Material Futures | Smart & Responsive,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1415,Erlus Titan-silver,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
2764,Esia Natura Wood,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
29747,ETFE Colour,917|68,917,Acoustic,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
48939,Ettlin Lux & Tec,68|69,69,Smart & Responsive,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
114464,Eucalyptus cloeziana timber,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
316,Eurodekor,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
74417,Ever Air Pass,68|69,69,Smart & Responsive,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
74218,Ever Light Rainwear,68|69,69,Smart & Responsive,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
113157,EXIE fibres,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
93479,Experience Wood in Faced Panels,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
78040,Experimental Terrazzo,68|916,916,Circular,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
57221,Experimental textile design,68|73,73,Material Futures,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1812,Explore Metals Jet,68|75,75,New Making,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2054,Extrema,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
63665,Extruded aluminium panels,917|68|916,917|916,Acoustic | Circular,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
29512,Ezobord,917|68,917,Acoustic,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2694,FABBACK Colored Acrylic Mirror,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
106898,Fabulous Fungi dye,79|75,79|75|2601,Bio-based & Living Materials | New Making | Living Materials,"§4 textielverf uit schimmelpigmenten — nieuw channel Living Materials, afgesplitst van Bio-based"
119838,Fair trade handwoven rug,79|68|73,79|73,Bio-based & Living Materials | Material Futures,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
77598,Fake boa leather,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1867,Fame,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
30029,Far Out Lace,68|77|76,77|76,Lightweight | Translucency,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
27898,Fashionable Sheers,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
129653,Fassade,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
77399,Faux fur,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
68017,Feathered Fabrics,917|79|68,917|79,Acoustic | Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
22704,Febrik Textiles,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
36055,FEKE,68,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
45539,Felt,917|79|68,917|79,Acoustic | Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
8,Felt textiles,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
69883,FENIX NTA,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
26811,Fenix NTM (Nano Tech Matt),68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
93372,FENIX NTM BLOOM,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
87055,FENIX NTM BLOOM & ARPA HPL BLOOM,79|68|2454,79|2454,Bio-based & Living Materials | Net Zero & Carbon,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2352,Ferricon,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
56822,FFEXX liquid flooring,917|68|75,917|75,Acoustic | New Making,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
77,Fiberstone,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
97171,Fibracolour TEX,68,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
119494,Fibralux biobased,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
97180,Fibranatur TEX,68,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
2125,Field,,2601,Living Materials,"§4 gedroogd gras dat zonder aarde is gegroeid — nieuw channel Living Materials, afgesplitst van Bio-based"
50961,Finett Dimension,68|73|75,73|75,Material Futures | New Making,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
121095,Finti,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
48337,Flax wallpaper,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1432,Flexglass Decor,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
51473,Flexwood,79|68|77,79|77,Bio-based & Living Materials | Lightweight,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
51238,Flexzorb activated carbon cloth,68|77,77,Lightweight,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
121031,Floating Nature collage,68,68|2601,Biophilic & Human-Centred | Living Materials,"§4 wild plantmateriaal gelamineerd tussen glas — nieuw channel Living Materials, afgesplitst van Bio-based"
79138,Flocus kapok fleece,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
27548,Flotex Vision,917|79|68,917|79,Acoustic | Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
2401,Fluxus,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
582,foam Andrea Valentini,,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
104045,FOAMALITE®,68,NONE,geen,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
32640,Foglizzo Folds,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
1339,Foin Metallic Mesh,68,2471,Sense & Sensibility,"§4 de tekst benoemt zelf een uitgesproken zintuiglijke eigenschap als propositie — reliëf, textuur, lichtwerking, tactiliteit, geur of kleur die met de kijkhoek verandert"
127171,For the sea,68|916,916|2456,Circular | Regenerative,zeewierbinders die bijdragen aan herstel van het mariene ecosysteem
51424,Force wallpaper,79|68,79,Bio-based & Living Materials,"§4.4 geen welzijns- of natuurbelevingsclaim; patroonbesluit 19-08, bevestigd door de redactie 25-08"
